target,id,date,query,author,tweet
0,1468826884,Tue Apr 07 03:56:29 PDT 2009,NO_QUERY,Kaeilyn,"doesn't understand Ohio weather... it's APRIL!...i have to run a track meet in shorts and a tank top tonight, this is gonna be great!. "
0,1468829785,Tue Apr 07 03:57:23 PDT 2009,NO_QUERY,JessiEngel,@sabret00the uh uh... poor Paul.  ...hows the weather in good ole LDN town? Heading ur way on friday.
0,1468830886,Tue Apr 07 03:57:44 PDT 2009,NO_QUERY,rochlatinsky,this weather seriously impeded my shoe choice today 
0,1468842211,Tue Apr 07 04:00:59 PDT 2009,NO_QUERY,netpro2k,Wonderful weather in Rochester this morning  - http://twitpic.com/2y9o1
0,1468845093,Tue Apr 07 04:01:52 PDT 2009,NO_QUERY,georgewoods007,@johnpaulfletch I know!! Weathers supposed to be crap though 
0,1468852261,Tue Apr 07 04:04:10 PDT 2009,NO_QUERY,piperabo,yay lovely weather outside dudes ;) Im pretty happy and unlucky same time  whatever !
0,1468854443,Tue Apr 07 04:04:50 PDT 2009,NO_QUERY,DaveSch,"I love the nice weather, but since yesterday my allergies started acting up... "
0,1468870257,Tue Apr 07 04:09:46 PDT 2009,NO_QUERY,J_Kaye,@dastevens - Yikes! Stay in bed and forget the weather. Hope you get to feeling better.  Poor you!
0,1468873507,Tue Apr 07 04:10:40 PDT 2009,NO_QUERY,alyssadagostino,hating this weather... had to brng back out my winter gear 
0,1468875263,Tue Apr 07 04:11:12 PDT 2009,NO_QUERY,bellastar9,"The weather is getting cooler, goodbye summer "
0,1469086064,Tue Apr 07 05:08:41 PDT 2009,NO_QUERY,skicat56,Hope someone is having spring weather because it's snowing in TC right now 
0,1469087028,Tue Apr 07 05:08:56 PDT 2009,NO_QUERY,tannymonster,stupid daylight savings ending/cold weather. I'm exhausted 
0,1469151054,Tue Apr 07 05:24:06 PDT 2009,NO_QUERY,rdwaalster,Got a cold  Hate this Dutch weather!!!
0,1469167320,Tue Apr 07 05:27:46 PDT 2009,NO_QUERY,Busypaws,i wish Frankie's weather report was wrong 
0,1469192780,Tue Apr 07 05:33:21 PDT 2009,NO_QUERY,jlonzo,"So I see snow outside, I'm so sick of Ohio's weather!! 2 more years till I move down to Palm Springs, CA..missing 79* weather!! "
0,1469260473,Tue Apr 07 05:47:58 PDT 2009,NO_QUERY,anyabelle,"is wearing nothing but a sarong as a house dress. Have to, weather feels heavy and humid  http://plurk.com/p/n1w2g"
0,1469263650,Tue Apr 07 05:48:37 PDT 2009,NO_QUERY,dogsbodyorg,@seguima Weather not looking good 
0,1469279772,Tue Apr 07 05:51:59 PDT 2009,NO_QUERY,Lucifera,"The change in weather is affecting Connor too, he's snuffly today, poor thing. "
0,1469294299,Tue Apr 07 05:55:04 PDT 2009,NO_QUERY,cmr0612,So the weather officially got worse it is now snowing here 
0,1469313047,Tue Apr 07 05:58:57 PDT 2009,NO_QUERY,chrissy_tweets,My baby girl is under the weather - First time - feeling bad for her 
0,1469336910,Tue Apr 07 06:03:32 PDT 2009,NO_QUERY,jessicampierce,My poor innocent tulips didn't stand a chance against East TN's screwed up weather. 
0,1469362032,Tue Apr 07 06:08:30 PDT 2009,NO_QUERY,INstormchaser,"yawn, the weather is going to be boring all week "
0,1469385117,Tue Apr 07 06:12:57 PDT 2009,NO_QUERY,FiveLives,"Wow, a high of 64 today. I love this weather in Florida. Sadly it won't last long "
0,1469504207,Tue Apr 07 06:34:57 PDT 2009,NO_QUERY,anja89,back from university. happy about the weather. the only good thing today 
0,1469520582,Tue Apr 07 06:37:53 PDT 2009,NO_QUERY,jamespero,"Ok this sucks, I'm still feeling under the weather, but, i'm soldering on. I'm in the office today. Sunday night I had a 103 deg temp. "
0,1469522257,Tue Apr 07 06:38:10 PDT 2009,NO_QUERY,AmyBaby_x,the weatherman hates me 
0,1469527717,Tue Apr 07 06:39:11 PDT 2009,NO_QUERY,MarkKostel,Not impressed with my banana! My plant that is. Put it out for the nice weather only to see it wilt  
0,1469528074,Tue Apr 07 06:39:14 PDT 2009,NO_QUERY,meggy_baybee,is babysittin her stupid lil sister wen actually she shud be with her friends enjoyin the weather  you think im jokin
0,1469533922,Tue Apr 07 06:40:17 PDT 2009,NO_QUERY,Operlence,"@Peppersantblai Weather sucks, really "
0,1469581752,Tue Apr 07 06:48:47 PDT 2009,NO_QUERY,Chaarly,Enjoying the weather and cuddle my sick cat... poor girl has epilepsy 
0,1469637560,Tue Apr 07 06:58:42 PDT 2009,NO_QUERY,Heidsdk,"is sick  to bad its such a nice weather outside. darn it. Oh just watched heroes, YAY parkmann met his son, soo adorable "
0,1469666855,Tue Apr 07 07:03:50 PDT 2009,NO_QUERY,srptchkd,I am without a car right now  hopefully I'll get it back after work. And I hate winter weather when it's suppose to be spring.
0,1469692222,Tue Apr 07 07:08:18 PDT 2009,NO_QUERY,butterfield84,While we are on the rain subject I fuckin hate this rain! I need to do a soil test and can't with this damn weather! 
0,1469697558,Tue Apr 07 07:09:14 PDT 2009,NO_QUERY,shenke2,@jason_nott http://twitpic.com/2ybib - Sorry for the bad weather! We hate it too  Hope you still have a good time in Ohio.
0,1469730699,Tue Apr 07 07:15:05 PDT 2009,NO_QUERY,maydayyuhan,I hate the weather in Taipei. It always makes me SICK. 
0,1469777866,Tue Apr 07 07:23:30 PDT 2009,NO_QUERY,Black_Ivory,Lovely weather outside. Stuck inside. 
0,1469806737,Tue Apr 07 07:28:34 PDT 2009,NO_QUERY,sarahtaps,feeling under the weather and wishing I were in bed with the dogs 
0,1469812592,Tue Apr 07 07:29:37 PDT 2009,NO_QUERY,Tynesha,"I wish I had a car... need to give out resumes, but the weather is horrible... "
0,1469869117,Tue Apr 07 07:39:33 PDT 2009,NO_QUERY,sfrancisk,"More torture from that weather, uhg. I wish there was a cure for Migraines. Have little hope of growing out of it since mom suffers too "
0,1469945765,Tue Apr 07 07:53:29 PDT 2009,NO_QUERY,cherishdraper,is in my education class.  Where did all the warm weather go?? 
0,1469970588,Tue Apr 07 07:57:58 PDT 2009,NO_QUERY,richellebritton,wondering where this cold weather came from 
0,1469972364,Tue Apr 07 07:58:17 PDT 2009,NO_QUERY,senorita_verde,@jfuzell omg.this is the horrible mindset i've been having for a month now.  hope u r doing well! o &amp; enjoy ur weather. its snowing here 
0,1470004935,Tue Apr 07 08:03:51 PDT 2009,NO_QUERY,bri2003,@waspinator holy shit. there's no so in richmond--yet. stupid weather 
0,1470009438,Tue Apr 07 08:04:40 PDT 2009,NO_QUERY,bri2003,@waspinator holy shit. there's no snow in richmond--yet. stupid weather 
0,1470061360,Tue Apr 07 08:13:57 PDT 2009,NO_QUERY,savgene,Wants to ditch class and work to enjoy the windless weather today.  but knowing NM weather it won't last long.
0,1470148874,Tue Apr 07 08:29:38 PDT 2009,NO_QUERY,kkoch3583,"Back to work after 9 glorious days in FL/Bahamas. Wish i was still there in the 80+* weather, rather than in the 35* weather here. "
0,1470198566,Tue Apr 07 08:38:32 PDT 2009,NO_QUERY,Antonea808,Today is also the last day of nice weather    i really missed the sun and i don't want it to leave!!
0,1470205410,Tue Apr 07 08:39:47 PDT 2009,NO_QUERY,amesters,"ten years ago today I was running around in shorts and a tee shirt in nice weather. 2009, it's fucking snowing and freezing cold "
0,1470230780,Tue Apr 07 08:44:17 PDT 2009,NO_QUERY,vee644,Ive had a lovely day with my kiddies. Tyler turned 4. Now he is under the weather 
0,1548339340,Fri Apr 17 20:40:56 PDT 2009,NO_QUERY,MelissaPGallery,Work early tomorrow.... so bummed that I have to be inside all day again! Damn you MI weather!! Of course it's nice when I have to work! 
0,1548658315,Fri Apr 17 21:34:53 PDT 2009,NO_QUERY,Adrienne_V,@WorkingJoeBlo  Bummer...its good weather after a crap AM...and I'm still here cleaning. 
0,1548673553,Fri Apr 17 21:37:34 PDT 2009,NO_QUERY,jscanalita,Just woke up from my nap... dammit got a runny nose going. This weather is killing me!! 
0,1548772455,Fri Apr 17 21:55:59 PDT 2009,NO_QUERY,craftylilmomma,"Boys in the bath, then off to bed!  Can't wait for Bloomin' Fest tomorrow...hoping the weather is good!  Looks bad for Sunday "
0,1548778307,Fri Apr 17 21:56:57 PDT 2009,NO_QUERY,craftylilmomma,"Boys in the bath, then off to bed! Can't wait for Bloomin' Fest tomorrow...hoping the weather is good! Looks bad for Sunday "
0,1548823359,Fri Apr 17 22:04:50 PDT 2009,NO_QUERY,kirstiejoy,"Summer cannot come fast enough! Unfortunately, I don't think I've ever had more obstacles separate me from warm weather and relaxation! "
0,1548875421,Fri Apr 17 22:15:12 PDT 2009,NO_QUERY,tkdesire238,Still sick feeling weak  can't enjoy this beautiful spring weather 
0,1550684334,Sat Apr 18 06:56:20 PDT 2009,NO_QUERY,philtbr,@ChristineD1030 I am really digging this weather too bad I have to serve people wings today inside 
0,1550725241,Sat Apr 18 07:04:21 PDT 2009,NO_QUERY,Tara__f,@go4music Sooo sunny! Typical that the weather gets nice just as my holidays finish 
0,1550728783,Sat Apr 18 07:05:03 PDT 2009,NO_QUERY,anthonyslewis,Beautiful morning today! Perfect weather....if only I could go for a walk 
0,1550755020,Sat Apr 18 07:10:10 PDT 2009,NO_QUERY,LoveYouCuddles,"It's Saturday and I'm holed up at home writing essays that were due 3 weeks ago. And the weather is actually GOOD, 1st time in weeks. "
0,1550809372,Sat Apr 18 07:19:44 PDT 2009,NO_QUERY,Debz19,its kind of cold here today  what happened to the nice weather lol
0,1550811436,Sat Apr 18 07:20:04 PDT 2009,NO_QUERY,shangar110,We are off to New York. Left at about 5:30. This is so depressing.  How's the weather up there?
0,1550910075,Sat Apr 18 07:36:32 PDT 2009,NO_QUERY,POPisdead_,Fuck the weather channel. They said it was supposed to rain today. 
0,1550988162,Sat Apr 18 07:50:07 PDT 2009,NO_QUERY,angb16,feeling a bit under the weather at work 
0,1551014233,Sat Apr 18 07:54:41 PDT 2009,NO_QUERY,lof,Bah! delayed another half hour.  weather conditions in SFO
0,1551074338,Sat Apr 18 08:04:39 PDT 2009,NO_QUERY,C_Joy,@flyingwithkids Oh Raspberries!  I bet the cold weather isn't helping either 
0,1551104936,Sat Apr 18 08:09:44 PDT 2009,NO_QUERY,mesina007,Rain is soothing... but why is the weather so beautiful on work days and so damp on weekends 
0,1551113210,Sat Apr 18 08:11:05 PDT 2009,NO_QUERY,stephgracetan,"is trying to start studying again in this *gulps, horrifying hot weather "
0,1551171079,Sat Apr 18 08:20:04 PDT 2009,NO_QUERY,daroso,"@skimud Sorry   Upside: weather says snow all day today in Georgetown CO, but clear about 6AM tomorrow &amp; then partly cloudy.Have good day!"
0,1551240925,Sat Apr 18 08:31:30 PDT 2009,NO_QUERY,kingusia88,can someone make this hang over go away? my brother needs to come back w/ my car so i can clean it. homework all day? beautiful weather 
0,1551261942,Sat Apr 18 08:34:58 PDT 2009,NO_QUERY,captain_adlib,"Loves the sunny weather but is learning lines  Looking forwards to S's tonight, drinks and brownies!"
0,1551268395,Sat Apr 18 08:36:01 PDT 2009,NO_QUERY,LovelyEnj,I think the East Coast is stealin all the good weather 
0,1551330965,Sat Apr 18 08:46:17 PDT 2009,NO_QUERY,Kellalicious,"the bad parts about fall &amp; winter: bugs falling from trees, &amp; cold weather. "
0,1551334465,Sat Apr 18 08:46:53 PDT 2009,NO_QUERY,ambertraz05,enjoying this nice weather then work 7pm-1am 
0,1551356670,Sat Apr 18 08:50:30 PDT 2009,NO_QUERY,jessdeo,@MKoenigsberg  don't be a meanie! it doesn't matter the weather out when i could go tanning anytime in a cancer machine!
0,1551360175,Sat Apr 18 08:51:05 PDT 2009,NO_QUERY,busaguy05,What beautiful weather were having today! Now whats a guy to do in all this snow and rain? Damn weather 
0,1551392516,Sat Apr 18 08:56:21 PDT 2009,NO_QUERY,Talking_Huqa,@sherryrachel weather is amazing....I wished wewere working @ some outdoor gig..but we got weddings today 
0,1551394792,Sat Apr 18 08:56:44 PDT 2009,NO_QUERY,Nathanizer826,Loving the weather outside. Wish I didnt have to go to work later 
0,1551450103,Sat Apr 18 09:05:21 PDT 2009,NO_QUERY,taylordreger,"Home sweet home. I'm so glad I came back to warm, sunny weather. I miss my boy though "
0,1551454056,Sat Apr 18 09:05:58 PDT 2009,NO_QUERY,sexy_ass_T,still a bit under the weather  hope that i get well soon
0,1551483516,Sat Apr 18 09:10:37 PDT 2009,NO_QUERY,CWaterhouse,@DeanOuellette I don't know about outdoor sports all year. Golfing in August is not pleasant  #stillnotreadyfor100degreeweatherbutluvPhx
0,1551491321,Sat Apr 18 09:11:51 PDT 2009,NO_QUERY,bboisquirtle,I drove through slush and snow and this sucky winter weather and found out there was no work. My boss didn't call to tell me 
0,1551608443,Sat Apr 18 09:30:22 PDT 2009,NO_QUERY,xajbx,this nice weather is making me really want to get my tattoo sleeve but gotta pay for the lsat 
0,1551680692,Sat Apr 18 09:41:47 PDT 2009,NO_QUERY,lenasmith,Today's weather really sucks compared to yesterday 
0,1551770810,Sat Apr 18 09:55:54 PDT 2009,NO_QUERY,Meli22,Workin but feelin unda da weather! &amp; nobody cares 
0,1551795467,Sat Apr 18 09:59:45 PDT 2009,NO_QUERY,RachReads,It's hammocking weather!  Too bad the hammock is stuck in my storage unit!  
0,1551801490,Sat Apr 18 10:00:32 PDT 2009,NO_QUERY,Cynthisizer_x,I'm feeling under the weather today.  
0,1551843547,Sat Apr 18 10:07:02 PDT 2009,NO_QUERY,foolishpuck,nice weather finally blesses us in DC - until it starts raining again tomorrow.  
0,1551864648,Sat Apr 18 10:10:18 PDT 2009,NO_QUERY,MsPorkchop22,Wish I was out enjoying the weather ugh. Hopefully I can go out a little later. Meanwhile my allergies r in FULL affect &amp; doin my thesis 
0,1551928033,Sat Apr 18 10:20:14 PDT 2009,NO_QUERY,JordanFo,Stuck at work  Perfect weather outside!!!
0,1551931873,Sat Apr 18 10:20:50 PDT 2009,NO_QUERY,StJoan,@burningsound but that's kind of iffy for me too because my internet is up and down because of the weather too 
0,1551935324,Sat Apr 18 10:21:21 PDT 2009,NO_QUERY,CiaaoAmore,"Back from italy, suffering the consequences of coming back to cold weather again "
0,1551959560,Sat Apr 18 10:25:09 PDT 2009,NO_QUERY,Dancegurl91,@4evaurgirl lol... winter is the only season that I wanna experience sooo badly! Over here it's always hot cz of the tropical weather... 
0,1551963491,Sat Apr 18 10:25:46 PDT 2009,NO_QUERY,traceybuyce,uugghhhh.....I hate gloomy weather 
0,1551964948,Sat Apr 18 10:25:58 PDT 2009,NO_QUERY,heathert8,"Damn, today was the aspca wag'n walk. I wanted to go  damn sucky weather."
0,1551971579,Sat Apr 18 10:27:02 PDT 2009,NO_QUERY,sanasaurus,today's warm weather: gahhhhh 
0,1552001899,Sat Apr 18 10:31:48 PDT 2009,NO_QUERY,nettiepants,@bazzauk the faggots are mine lol!! Weathers not so nice here 
0,1552026312,Sat Apr 18 10:35:37 PDT 2009,NO_QUERY,NEWall476,At work today...missing the nice weather 
0,1552028065,Sat Apr 18 10:35:55 PDT 2009,NO_QUERY,moxie_b,...beautiful weather...LONg day ahead..so much to do so little time 
0,1552063444,Sat Apr 18 10:41:30 PDT 2009,NO_QUERY,lindseywoerther,"Super sad I'm not enjoying the Chicago weather with all of you! Waiting for the cable guy, THEN to the office  "
0,1553078355,Sat Apr 18 13:18:58 PDT 2009,NO_QUERY,jspoel,"Had my first windsurf day this year, weather was perfect except for the wind  little bit more next time por favor"
0,1553110034,Sat Apr 18 13:23:59 PDT 2009,NO_QUERY,B_Jacobs,"Great weather, great day... but my last one... "
0,1553112305,Sat Apr 18 13:24:20 PDT 2009,NO_QUERY,greengirlblinks,@sophiaannabush well im just upset about this houston weather. its been ruining all my plans 
0,1553114042,Sat Apr 18 13:24:36 PDT 2009,NO_QUERY,Summersun0822,really wants to be outside enjoying this weather..i'm stuck at work instead 
0,1553137214,Sat Apr 18 13:28:18 PDT 2009,NO_QUERY,nedramcbeadra,@thekaceykasem I'll give you this rain. The FOB/Fiddy show got cancelled because of the weather. 
0,1553142991,Sat Apr 18 13:29:10 PDT 2009,NO_QUERY,tinytink06,My throat hurts. Stupid weather. 
0,1553145595,Sat Apr 18 13:29:36 PDT 2009,NO_QUERY,AnGiE_25,"Is sad bc it's raining and it's just taking time away from spending time with my baby, all bc I can't drive in this stupid weather! "
0,1553237074,Sat Apr 18 13:43:56 PDT 2009,NO_QUERY,Seli7354,I hate bad weather! 
0,1553330437,Sat Apr 18 13:58:51 PDT 2009,NO_QUERY,DuckLux,I miss the nice weather already 
0,1553362045,Sat Apr 18 14:03:46 PDT 2009,NO_QUERY,hiptohip,"got panda instead of wendys. good call! now, off to the city. i always bring the bad weather with me "
0,1553390858,Sat Apr 18 14:08:23 PDT 2009,NO_QUERY,lucy1993,"@tommcfly anyway, i take it your comin home tomorrow? the weathers been rubbish today, well in newcastle anyway "
0,1553458711,Sat Apr 18 14:19:23 PDT 2009,NO_QUERY,reachfortheskyy,Beautiful weather in Vegas when its time to leave  on my way to the airport.
0,1553545080,Sat Apr 18 14:33:23 PDT 2009,NO_QUERY,THEAMIMILLER,I might hit up club Essence in Beaumont tonite!! My dj Go Dj JBoss spinnin!! but look at the weather 
0,1553545093,Sat Apr 18 14:33:22 PDT 2009,NO_QUERY,druey,Good morning freight train. Good morning Twitter. Weather is not favourable to drive in today. 
0,1553549993,Sat Apr 18 14:34:10 PDT 2009,NO_QUERY,JoanneSardini,@justinlevy Working  but lots of happy guests 'cause the weather is good - then catching the end of the Bruins game - you?
0,1553608385,Sat Apr 18 14:43:38 PDT 2009,NO_QUERY,jeffdeyo,The Imposter showing had a great turn out!! Seemed like everyone was there...accept me...my flight was delayed cause of weather  all good.
0,1553668748,Sat Apr 18 14:53:30 PDT 2009,NO_QUERY,firemanlv,"PLEASE tell me they can put me on another earlier flight since mines cancelled!  . I hate Texas, it's weather and not being home "
0,1553677147,Sat Apr 18 14:54:55 PDT 2009,NO_QUERY,terri513,@jenmaas22 We have Bad Weather today  its Raining poo ala fach
0,1553764687,Sat Apr 18 15:08:55 PDT 2009,NO_QUERY,twisterstate,"We were suppose to go camping this weekend, bad weather changed those plans "
0,1553863114,Sat Apr 18 15:25:04 PDT 2009,NO_QUERY,TempeHanna,Ok i'm going to kick pete wentz's butt  the weather is pretty now! I'm heart broken.
0,1553885949,Sat Apr 18 15:28:50 PDT 2009,NO_QUERY,amyvanschaik,Pretty terrible driving weather to Austin. 
0,1554011514,Sat Apr 18 15:49:33 PDT 2009,NO_QUERY,dani2528,Yeah! Finally great weather in Ohio!!! For the moment 
0,1554042289,Sat Apr 18 15:54:40 PDT 2009,NO_QUERY,Ladzs,"Hey f**kers! This is the perfect weather for sleeping... but not for me, why? I has 3 ppl in this house that feel the need to wake me! "
0,1554071737,Sat Apr 18 15:59:34 PDT 2009,NO_QUERY,abindrim,Best: the nice weather before it started raining.  Worst: I did not sell any lotion 
0,1554096958,Sat Apr 18 16:03:33 PDT 2009,NO_QUERY,tyenfly,loves the beautiful weather outside but hates the allergies i have right now 
0,1554106359,Sat Apr 18 16:05:05 PDT 2009,NO_QUERY,krackerjack89,i hate stormy weather 
0,1554455193,Sat Apr 18 17:02:32 PDT 2009,NO_QUERY,eldiara,"beautiful weather here in kyoto, but today is unfortunately devoted to work  sigh ????????"
0,1554456329,Sat Apr 18 17:02:43 PDT 2009,NO_QUERY,ankmet20,@mikasounds I was outside for maybe an hour and a half in 70 degree weather and I got crispy...Fair skin is a killer!! Sun burn sucks 
0,1555722607,Sat Apr 18 20:30:38 PDT 2009,NO_QUERY,ccmcshane,Have been on vaca but the weather wasn't cooperating 
0,1555807926,Sat Apr 18 20:45:07 PDT 2009,NO_QUERY,lemino,Looks like we are back to wintery weather in NY tomorrow. Temperatures drop and rain for our last two days in NY. 
0,1555839691,Sat Apr 18 20:50:41 PDT 2009,NO_QUERY,SeReND1P1Ty,@alanweatherbee Indeed it is! i forgot they changed the airdate to Saturday until seeing your tweet 
0,1556038517,Sat Apr 18 21:26:57 PDT 2009,NO_QUERY,fencedingates,Oklahoma weather sucks .. my power is going off and on LOA shall be posted tomorrow .. sorry 
0,1556114466,Sat Apr 18 21:41:38 PDT 2009,NO_QUERY,JiMpiSh,Did everyone in the GB/FV area do some cool stuff with the good weather today? Didn't @JeffLast say it will not be as pleasant Sun &amp; Mon? 
0,1556165919,Sat Apr 18 21:51:50 PDT 2009,NO_QUERY,d_ma,is sad about this weather. i miss cali 
0,1556217405,Sat Apr 18 22:02:11 PDT 2009,NO_QUERY,vmslive,@SexyKellyC stayin' in...the crazies are out on this nice weather....scary! 
0,1556217808,Sat Apr 18 22:02:15 PDT 2009,NO_QUERY,Miz007,@Jajawilk ya? well jump on a plane and go! i just cant w8 for the weather. ill be lonely til august! boo 
0,1556308466,Sat Apr 18 22:21:05 PDT 2009,NO_QUERY,cbuenavista,@neuroaxon I have a crazy migraine too! Must be the weather. 
0,1556415483,Sat Apr 18 22:45:02 PDT 2009,NO_QUERY,daedalus21,i have a cold  thanks to Montreal's stupid weather
0,1556596210,Sat Apr 18 23:29:25 PDT 2009,NO_QUERY,Instigator_xo,no more snow i want warm sunny weather 
0,1556678861,Sat Apr 18 23:50:41 PDT 2009,NO_QUERY,piginthepoke,@TeelaJBrown How's the weather in LA? Only spent a few hours there on a changeover for a plain to Kauai. Didn't like LAX 
0,1556769363,Sun Apr 19 00:15:28 PDT 2009,NO_QUERY,distortedGELO,"probably had the worst weekend ever, despite  the good weather in davis. "
0,1556789914,Sun Apr 19 00:21:24 PDT 2009,NO_QUERY,ZURANN,"Weather is so warm!! Head spinning, feel like puking, need ice cream!! "
0,1556808341,Sun Apr 19 00:26:51 PDT 2009,NO_QUERY,krh1130,@room2breathe me either....and when I do it doesnt last long.  Kinda sucks when the weather is nice 
0,1556852946,Sun Apr 19 00:40:17 PDT 2009,NO_QUERY,joycee_x,is feeling hot  hate the weather!
0,1556858981,Sun Apr 19 00:42:06 PDT 2009,NO_QUERY,loris_sl,@LiliCosic how's the weather? here it's raining a lot 
0,1556875575,Sun Apr 19 00:47:07 PDT 2009,NO_QUERY,gabbydario,this is the worst year for formulaone. Weather ALWAYS sucks.  i hope it'll be okay when i watch in september!
0,1556925103,Sun Apr 19 01:02:39 PDT 2009,NO_QUERY,Drewsky52,"Had an awesome barbeque today, but I wish it wasn't 50 degrees all day  Miss the 80 degree Southern California weather."
0,1556995495,Sun Apr 19 01:26:01 PDT 2009,NO_QUERY,fvanson,"Beautiful weather outside, and I have to work   It hurts when disappointing a person you like. Will put some thought on how to resolve."
0,1556999213,Sun Apr 19 01:27:17 PDT 2009,NO_QUERY,Winstonita,@reedoh Morning hun; sorry bout Arsenal  weather was 2 good yesterday; so catching up now; out all afternoon so has to be done xx
0,1557035339,Sun Apr 19 01:39:10 PDT 2009,NO_QUERY,Bessiebear789,@tommcfly haha poor you coming from nice warm weather to rubbish cold one 
0,1557042200,Sun Apr 19 01:41:23 PDT 2009,NO_QUERY,jackbarakat,@southernweather me too  i cant believe their hiatus has been a year long already well almost thats so freakin ridiculous
0,1557045394,Sun Apr 19 01:42:29 PDT 2009,NO_QUERY,Naitoaix,The weather makes things so unbearable. I need to be out with an ice-cream instead. 
0,1557123127,Sun Apr 19 02:08:26 PDT 2009,NO_QUERY,dbing3,@ternoman am gud thnx! weather is bad. raining all day. 
0,1557190566,Sun Apr 19 02:32:58 PDT 2009,NO_QUERY,universalerror,"aww the weather is GREAT for BBQ etc, but crap for shoot'n "
0,1557190720,Sun Apr 19 02:33:01 PDT 2009,NO_QUERY,edbangma,Bwurk... need to work on a presentation although the beautiful weather today 
0,1557224704,Sun Apr 19 02:45:38 PDT 2009,NO_QUERY,ikke,enjoying the f*cking beautiful weather!!!!! Oh and working in the backyard 
0,1557230254,Sun Apr 19 02:47:48 PDT 2009,NO_QUERY,mhornsey,"Morning! Lovely weather again today, not! "
0,1557238823,Sun Apr 19 02:51:08 PDT 2009,NO_QUERY,renegadesound88,"Coming back to Bournemouth in a few hours, hopefully weather is better than it has been at home "
0,1557263033,Sun Apr 19 03:00:24 PDT 2009,NO_QUERY,Nattylove,Why does the weather say its going to rain!!!!!! 
0,1557309224,Sun Apr 19 03:18:11 PDT 2009,NO_QUERY,codyman9,"@emilyruppe not cool!  Today the weather was a bitch, I felt a little sick too "
